COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
1522,3,AC,20,1," Los servicios ) cubiculos, computadora, el uso del Apple TV)",,Delegado,5,,4
21303,1,AC,33,2, QUEREMOS CADAVERES,,,6,,3
14841,4,AC,29,4," atencion al alumno, mucha cola",,,5,,3
3576,3,AC,39,1, son muy buenos,,,5,,4
11960,3,AC,39,3," Es una muy buena universidad, buenos profesores, curricula dinámica para cada carrera, implementa constantemente materiales tecnológicos. Mí mayor problema es la distancia del campus a mi casa, es demasiado lejos.",,,4,,3
11570,1,AC,33,1, Es buena,,,3,,4
31692,3,FC,105,3, buena metodología de enseñanza pero creo que deberían mejorar sobre todo en cursos de matemáticas suele ser la causa de muchos alumnos retrasarse o irse a otras universidades,,,2,,3
29546,3,FC,104,5," Los profesores son pésimos explicando ejemplo el profesor de sistema avanzado de costeó su enseñanza es pésima solo habla de su vida y no sigue los formatos que nos da, solo sé que se llama Humberto, somos varios incómodos con ese profesor. Lo otro que me incomoda es que por el inglés no puedo llevar otros cursos, tercero en vez de mejorar con el material de enseñanza en clases, funcina mal las tabletas no entra el internet, Espero mejoren con todo, yo si no estoy recomendando a esta universid",,,3,,1
7084,1,AC,31,1," los profesores, las aulas y todo es bonito",,,4,,4
10711,4,AC,2,5, Deberian mejorar en la atencion al alumno.,,,5,,3
5576,3,AC,10,1, Que se extienda los horarios del profesor,,,7,,3
3738,3,AC,5,3, El nivel de exigencia y sus convenios Bolsa de trabajo,,Delegado,5,,4
1552,2,AC,31,1, porque explican sobre que trata,,,3,,1
3134,1,AC,7,1, Transporte,,Delegado,3,,2
25556,2,FC,106,8," Facilidad de horarios, sedes, enseñanza de calidad.",,,1,,4
7663,4,AC,22,1, La calidad de los docentes,,Delegado,6,,4
3010,2,AC,3,2, No hay una buena atención en los counter de atención a los alumnos. Además creo que hay excesivo cobro en las pensiones.,,Delegado,6,,2
7012,3,AC,40,9, Atención al alumno. Pensión incrementada. Cambios de malla. Mucha gente. Estacionamiento insuficiente.,,,6,,2
14886,3,AC,5,4, Deben mejorar en no subir la pensión cada año.,,,6,,2
2714,1,AC,36,2, La infraestructura y la tecnología implementada para la educación,,,3,,4
32235,2,FC,101,1," Valoro, que los horarios sean accesibles, la metodología en la enseñanza es muy bueno y los profesores son profesionales que realmente conocen su rubro y nos inspiran a seguir creciendo.",,,4,,4
30493,3,FC,104,6," Una compañera del trabajo de matriculo en la universidad y se retiro porque le cambiaron de curso si avisar,",,,4,,3
21927,3,AC,34,5," Por todo lo que cobran, la calidad educativa debería ser mejor, con más horas de práctica (hablo por la carrera de música). Mayor muestra del material musical que todos los alumnos tienen (no sólo en los viernes culturales)",,,7,,3
25347,3,FC,105,7, la exigencia,GEA,,3,,4
32996,3,FC,101,3, La atención al alumno debe mejorar mucho,,,4,,2
11283,3,AC,7,1, La exigencia de la universidad,,,3,,4
13944,3,AC,34,3, El 3 parece carcel,,Delegado,6,,2
9056,4,AC,26,1, El control que tienen con los alumnos en lo académico,,,5,,4
2109,2,AC,13,3, Debe haber más ascensores. Mejor entrenamiento en los viernes culturales. En las cafeterías debe costar igual o menos (especial en la cafetería del primer piso).,,Delegado,6,,3
32119,3,FC,101,4," Por el cambio de sede el cual no estuve de acuerdo, para mi era más cerca la.sede.San Borja",,,4,,3
22068,4,AC,26,2, Deberían de contratar profesores de calidad,,Delegado,4,,1
16182,1,AC,38,1," Por la buena infraestructura, pero hay muchos alumnos",,Delegado,5,,2
4853,1,AC,36,2, Siempre innova y tiene buenos profesionales,,,5,,4
5924,1,AC,25,4, Que estoy aprendiendo bien,,,6,,4
29141,3,FC,106,6," Los profesores, la limpieza ...",,,4,,4
553,1,AC,31,1, Calidad educativa,,,5,,4
2421,3,AC,17,1, Creo que deben ayudar a orientar mejor a sus estudiantes despues todo esta bien,,,6,,3
896,2,AC,5,2, Innovación tecnológica en la enseñanza,,,6,,4
9055,4,AC,28,1, Es muy buena la calidad de enseñanza,,,6,,4
3924,3,AC,12,4, Atención al alumno,,,7,,3
27598,2,FC,104,3, Profesores con buena metodología para enseñar y estudiar en un espacio con infraestructura moderna.,,,4,,4
10894,3,AC,7,5, Atencion al alumno,,,4,,3
3529,4,AC,13,1, Áreas verdes en el campus de san isidro,,,7,,3
15404,3,AC,34,1, Que dejen entrar a gente de otras universidades acompañados por alumnos de la universidad,,,5,,3
4482,3,AC,13,1, El sistema es muy lento.,,,7,,3
16070,1,AC,33,2, Existe espacio de estudios y facilidades de estudio.,,,6,,4
4858,1,AC,4,2, FACILIDADES DE APOYO A LOS ALUMNOS,,,5,,4
17801,3,AC,3,6, Atención al alumno,,,3,,2
5005,2,AC,7,1," Una infraestructura mas grande, con más aulas y espacios públicos",,,5,,3
19569,3,AC,15,1, Porque está mejorando la enseñanza y calidad de profesores.,,Delegado,5,,4
22700,3,AC,34,7, Es bueno,,Delegado,6,,3
25516,3,FC,108,8, Compartir experiencias con profesionales del ámbito de estudio,,Delegado,4,,4
23271,4,AC,2,2, Que no exageren al cobrarr!!! Mayor personal en atencion al alumno,,,6,,3
5907,3,AC,9,2," Administracion y atencion al alumno  cuando llamamos no contestan, y cuando contestan es preguntale a x y x nos dice preguntale a y etc etc...",,Delegado,6,,3
16824,1,AC,36,5," Pensiones muy elevadas, atención al alumno muy pobre, en caso de tener problemas con los pagos en clínica no se encuentran informados para dar ayuda, mal trato a las personas.",,,5,,3
130,4,AC,26,2, Por tu calidad de enseñanza,,,5,,4
5530,4,AC,11,4, Atención al alumno y disponibilidad de secciones.,,,6,,2
32263,2,FC,108,8, Las clases son en las noches en horarios que ayudan a gente que labora,,,4,,4
30540,3,FC,101,1, Los buenos profesores y que es un amplio lugar,,,4,,4
3822,2,AC,25,1, Bueno que puedan ayudar más a los alumnos con la economía baja y no todo sea plata para poder evaluar a alguien.,,,4,,2
15012,2,AC,32,1, Calidad,,,4,,3
11444,1,AC,33,2," Los proyectos son bastante buenos, pero fallan en algo, se olvidan que son una universidad y hacen el papel de una fábrica de profesionales, las personas llegan aquí no sólo para estudiar, sino para poder seguir creciendo y experimentando, arrebatarles una experiencia universitaria de la cual todos se puedan sentir orgullosos no es algo conveniente para el desarrollo emocional de la persona, hace falta por esos motivos que los alumnos se identifiquen mas con su universidad.",,,5,,2
16875,2,AC,26,1, La pensión en bastante,,,5,,2
19017,1,AC,28,1, En nada especialmente.,,,4,,3
17127,4,AC,31,5, Sitios para estudiar,,,6,,3
15563,3,AC,11,4, En el sistema,,Delegado,7,,2
20565,4,AC,25,4," Ambientes más grandes y espacios deportivos para todos ,también mejorar el sistema de matrícula y que todos los alumnos logren llevar los cursos que desean",,Delegado,4,,3
13294,1,AC,25,1, La forma de enseñar,,,3,,4
7819,4,AC,5,2, Las aulas deben tener aire acondicionado,,,5,,3
20393,4,AC,5,5," Tiene buena base de estudios, con profesores calificados. Además, la Universidad ha sido acreditada y eso le da una exigencia mucho más.",,,7,,4
31428,1,FC,104,1," Brindar mayores canales de informacion. con respecto las becas, deberia ser para todos los alumnos incluyendo a EPE",,,4,,3
10045,3,AC,5,1, Que la universidad busca romper los límites de varias universidades con un sistema de valores íntegros para que salgan profesionales de calidad,,,5,,4
32754,4,FC,101,6, Las herramientas a disposición del alumno y el buen aprendizaje,,,4,,4
32688,4,FC,106,3, Servicio y el aula virtual,,,4,,3
6426,4,AC,31,4, La matricula,,Delegado,5,,3
26826,3,FC,107,5, Crecer profesionalmente,,,4,,4
4826,4,AC,29,1," Ampliación del 4 , sobretodo en las áreas verdes , además mejora de los servicios tales como el comedor (falta de espacio) , Así también como la mejora del termostato de las aulas , por ejemplo el del aula A205 En SI.",,,3,,3
21198,4,AC,26,3, Por la exigencia,,,4,,3
32160,3,FC,105,1, Permitir desde el primer ciclo elegir los horarios,,,4,,3
23447,3,AC,26,5," Centro de atención al alumno, recategorazacion, talleres de cursos.",,,7,,2
29292,3,FC,101,5," Hay algunos cursos que no están orientados a mi carrera. Me refiero a que sí pueden ser aplicados a mi carrera, pero no los orienta el docente a ello.",,,5,,3
29218,2,FC,105,1, En los profesores,,,4,,3
2189,3,AC,2,1, el desempeño y la exigencia de los profesores y como todo se organiza,,,4,,4
28583,1,FC,108,4," Muchas facilidades para estudiar , la mayoría de estudiantes EPE trabajan y tienen horarios dispersos",,,5,,4
9188,2,AC,18,4," En sede San miguel no hay suficientes libros en la biblioteca, el wi fi no tiene mucho alcance.",,Delegado,7,,3
12663,3,AC,5,1, No suban la pensión,,,6,,4
15092,3,AC,7,5," el paradero es terrible esta cochino y desordenado, las combis te faltan el respeto y tiran basura. la cafetería siempre esta llena y no hay suficiente espacio para todos tambien hay mucha cola.",,,5,,2
24387,3,AC,24,1, Traer restaurantes de comida rápida,,,5,,3
8995,3,AC,23,1, La calidad de estudio y dedicación por brindar mejores servicios a sus clientes,,Delegado,6,,4
3856,4,AC,31,1, que los servicios que brinda mi universidad esten mas a la vista,,,5,,3
28097,2,FC,101,1," Deberian explicar el tema de ingles antes de matricularse, no me parece que luego 1ye estas matriculado recien te digan que tienes que llevar ingles o no te podraa matricular",,,4,,2
21476,4,AC,10,2, Es muy buena pero cada vez es mas caro,,,6,,3
2146,3,AC,32,3, Es buena,,,3,,4
10032,3,AC,13,1, Mucha gente en poco espacio,,,7,,3
5446,3,AC,13,1, Mejorar la matrícula,,Delegado,7,,3
6348,3,AC,31,1, Buena educación,,,5,,4
29264,3,FC,107,1, Distribución de alumnos en las clases a tomar,,,4,,3
26391,4,PRESENCIAL,214,1, Lo céntrico de su ubicación.,,,,,4
30490,3,FC,107,9, Pensar en los alumnos antes de tomar decisiones,,Delegado,5,,2
19093,2,AC,25,2," en los profesores, hace unas semanas pedimos el cambio de un docente y hasta ahora no lo solucionan",,,5,,3
13729,1,AC,5,3, Es buena y tiene el wassc pero es muy cara,,Delegado,6,,3
2801,4,AC,31,3, aumentar la capacidad de lugares donde estudiar,,,4,,3
9024,3,AC,30,5, Es buena universidad,,,6,,4
174,3,AC,5,8, Su atencion al alumno es pesima. Considero que deberian hacer un plan de mejora en ese aspecto,,,3,,3
1097,4,AC,5,5," La matrícula, cursos blended, IT services, etc",,,6,,2
23584,1,AC,37,3," Debería de haber por ley una guardería y un lactario, muchas alumnas como yo muchas veces no tenemos xon quien dejar a nuestros bebes y sería beneficioso para nosotras shower estudiar teniendo a nuestros bebes cerca y para ustedes también por que los alumnos que estudian educación inicial se verían veneficiados al practicar con ellos. Es debería cambiar y sería la mejor universidad del país",,,5,,2
10977,3,AC,11,2, Matricula pesima,,,5,,2
4215,2,AC,31,1, Reducción de costos en las pensiones y otros servicios.,,,5,,3
9391,3,AC,9,3, La comodidad de la institucion y calidad,,,5,,4
15849,3,AC,39,6, Logran que uno mismo se exija y quiera mejora constantemente.,,Delegado,7,,4
23322,4,AC,5,5, Su internacionalidad,,,5,,4
20584,3,AC,5,1," Me parece una de las mejores universidades del Perú, por enseñanza, infraestructuras y oportunidades laborales",,,2,,3
18252,1,AC,1,2, Mucho cobran,,,4,,2
28856,2,FC,108,12," Uno de los temas principales es el costo, otro punto es la no posibilidad de poder matricularse en varias sedes.",,,2,,3
33333,3,FC,106,1, La calidad de enseñanza infraestructura y tecnología,,,4,,4
22073,3,AC,29,7, falta de organización en la matrícula y los horarios que existen.,,,5,,3
23582,3,AC,7,4, Excelentes profesores,,,3,,4
3874,3,AC,12,1, Canchas de futbol,,,6,,3
15323,3,AC,3,3, En la agilidad de atención al alumno,,Delegado,6,,3
14756,1,AC,31,1, Que tiene una forma didáctica de enseñar y nos facilita la forma de aprender y realizar nuestras actividades mediante el blackboard,,Delegado,5,,4
28345,3,FC,107,1," Falta más practica, el tiempo que tenemos para este curso es corto.",,,3,,2
5798,4,AC,5,1, Aun no conozco a fondo la universidad,,,5,,3
19261,3,AC,15,2, En la atencion al alumno,,,5,,3
18086,1,AC,7,3, Tiene buena infraestructura y la enseñanza es buena. Aunque podría mejorar haciendo convenios con más universidades internacionales avanzadas.,,,4,,3
14376,3,AC,5,1, Que es innovadora y usualmente esta mejorando la tecnología,,,5,,4
23413,3,AC,11,7, Mayor apoyo por parte económica y mejor ambientes para estudiar,,,5,,2
10744,3,AC,40,1," Instalaciones, mejorar en sus plataformas virtuales. No tener cursos blended",,Delegado,7,,3
10747,1,AC,37,5, El sistema de matrícula no funciona y te atrasa siempre.,,,7,,1
11619,4,AC,28,7, Infraestructura.,,,6,,4
14303,4,AC,5,2," En primer lugar, la atención no es eficiente y no tienen paciencia en resolver mis dudas. En tercer lugar, el sistema de la universidad se cuelga cada vez que se pueda. Por último, la universidad cuenta con un número telefónico para atender al cliente y en lo personal, cada vez que llamó se demoran una eternidad para contestar o simplemente me dicen que no hay alguien quien pueda atenderme.",,Delegado,3,,2
25945,2,FC,101,2, Buena enseñanza y el sistema de estudio. Todo bien,,,4,,4
4070,4,AC,13,1," Suben demasiado la pensión, quitaron los muebles y tienes diferentes deficiencias",,,5,,1
955,3,AC,5,1, Puede mejorar,,Delegado,5,,2
12440,3,AC,9,4, Muy costosa y para lo que cobran hay cosas que fallan.,,,6,,2
32709,4,FC,101,4, La facilidad de los horarios,,,4,,4
7724,3,AC,10,6," Deben poner microondas en los primeros pisos como en el K. Además, deberian haber mayores beneficios para el grupo GEA no solo para facilitar acceso a congresos. Cursos para elegir u otras cosas más. Ademas deben enseñar bien a los profes a usar los ipads. Que la semana universitaria sea más integracional.",GEA,,7,,3
7560,4,AC,31,3," La app mi universidad es muy deficiente u no sirve, por ejemplo en la reserva de recursos como cubículos el sábado pasado no funcionaba y es mejor hacer los trámites en intranet, o tienen que hacer un cambio sustancial en la app. Sería bueno que también implementen la reserva de menúes como en otras universidades que en ese aspecto definitivamente nos lleva ventaja.",,Delegado,4,,3
10860,3,AC,17,3, su enseñanza,,Delegado,6,,4
33669,1,PRESENCIAL,225,1," Mejorar: Tramites al alumno , matricula de pregrado (Soy ex alumna) , comunicación con los encargados de Mestria a nivel institucional. ",,,,,4
24225,3,AC,24,5," Toda mi carrera (la malla, los profesores, etc)",,Delegado,7,,4
4327,1,AC,35,1, la infraestructura los campos deportivos y la accesibilidad a material de estudio,,,4,,4
12813,2,AC,31,2, La modalidad blender no es muy buena para cursos de matematica,,,5,,3
15062,2,AC,25,1," Su forma de enseñar, con tecnologia. Aparte su metodologia",,,5,,4
16980,1,AC,38,5, Servicios de todo tipo y atencion al alumno,,,6,,3
29543,3,FC,108,3," la acreditación que está alcanzado la universidad, su prestigio",,,4,,4
10743,3,AC,14,1," El sistema falla varias veces, y el call center no ayuda a agilizar las operaciones , en eso me fallaron",,Delegado,4,,2
7339,1,AC,37,3," Servicio de buses, más horarios",,,6,,3
13321,3,AC,3,4, Mejorar servicios en Stansa,,,7,,3
15102,3,AC,13,7, No incremento de la pension,,,7,,2
20232,4,AC,20,2, Que solucionen los problemas del aula virtual con rapidez que a veces se presentan.,,,4,,3
33239,1,FC,111,3, Falta mayor orientación para convalidar no hay asesoria de cursos para los de epe fin de semana. No convalidan cursos quw ya estudie de de 3 cicli fisica etica cálculo etc.,,Delegado,4,,1
10403,4,AC,25,2, La tecnologia que se aplica para una enseñanza eficiente,,,6,,4
2322,2,AC,5,1, Que cuenta con una tecnología que apoya bastante además de sus aulas y profesores que tienen buena didáctica de enseñanza.,,Delegado,5,,4
20695,1,AC,17,2, La calidad de enseñanza y los distintos laboratorios.,,,7,,4
1823,2,AC,7,2, LAS CLASES,,,5,,4
24048,1,AC,16,6, MUY CARA,,,4,,3
4295,1,AC,5,1, Buen campus,,,4,,4
27776,2,FC,102,2," Exijan mas en sus cursos, mas exámenes virtuales, escritos. no pueden darle mas peso a exposiciones en los cursos",,,4,,3
23081,3,AC,26,2," Porqué es muy buena, está a la vanguardia de todo lo que necesitamos, lo único que recomendaría es el bajar la escala de precios",,,7,,4
